username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
orinarini,30 - 34,"Combination, Medium, Warm",2024-03-05,"sunscreen yang diliat dari kemasan kecil tapi kalau dipake awet banget, bisa sebulan lebih buat abisin ini sunscreen, teksturnya cream tapi ga thick, berwarna putih, ga ada wanginya, ga bikin whitecast juga dan finish abis pakenya muka jadi keliatan glowing dan lembab banget",More than 1 year,Watson,orinarini recommends this product!,5,Skinaqua UV Moisture Gel
zulfasaptrrr,19 - 24,"Combination, Medium Light, Neutral",2024-02-18,"viral pada masanya, aku cocok pake ini waktu SMA, cuma ini ada efek bikin kusamnya? 🤷🏻‍♀️ kayanya sih, karena dia watery mungkin jadi kurang bikin lembab juga jadi mau ganti ke ss lain. waktu aku pake ini juga gabikin breakout atau iritasi.",1 week - 1 month,Shopee,zulfasaptrrr recommends this product!,4,Skinaqua UV Moisture Gel
ulfaftr,25 - 29,"Normal, Medium Light, Warm",2024-02-09,"aku baru baru ini nyobain sunscreen skinaqua tutup ijo spf 50yang sudah reformulasi. aku udah cari review sana sini dan katanya ini lebih cocok untuk yang kulitnya jerawatan dan sensitif. selama pemakaian dia nggak bikin whitecast, panas ataupun perih. sunscreen ini juga mudah diratakan. tapi minusnya entah kenapa dia itu kalau dipakai bikin muka jadi lebih berminyak. di aku dia bikin sedikit bikin kusam namun nggak separah skinaqua yang tutup biru. kalau kami cari susncreen yg gaada feel tone upnya bisa cobain susncreen ini.",1 week - 1 month,Shopee,ulfaftr recommends this product!,4,Skinaqua UV Moisture Gel
zahrotunnisa24,25 - 29,"Oily, Medium Light, Neutral",2024-02-04,Skin aqua tutup hijau adalah jalan ninjaku 😂😂😂 udh coba sunscreen apaaa aja nyantolnya ternyata disini. padahal sempet sanksi bakalan bagus karena harganya murah. eh ternyata udh setahun lebih pake ini. awet banget lagi gag bikin kusem ❤️❤️❤️,More than 1 year,Shopee,zahrotunnisa24 recommends this product!,5,Skinaqua UV Moisture Gel
Fitridina4_,19 - 24,"Oily, Medium Light, Neutral",2024-02-03,"aku pakai ini waktu masih jerawatan parah, dan sampai sekarang udah sembuh.. mendingan banget. btw ini juga ga bikin makin berminyak, harganya menurutku affordable karena isinya banyak, bisa di bawa kemana kemana juga. cucok lah pokoknya",More than 1 year,Shopee,Fitridina4_ recommends this product!,5,Skinaqua UV Moisture Gel
defiinuff,19 - 24,"Oily, Medium, Neutral",2024-01-31,Pernah cobain yang varian ini dan nggak cocok guys di kulit aku yang oily skin dan acne brown aku lebih suka yang warna biru sama yang putih kalau yang varian ini itu di wajah kayak agak lengket gitu sama lama-lama itu kalau habis pakai ini kulit jadi super berminyak banget pokoknya nggak suka lah sama yang varian ini tapi overall yang varian yang aku cocok tadi oke sih,1 month - 3 months,Shopee,defiinuff doesn't recommend this product!,3,Skinaqua UV Moisture Gel
Nurulhikromi,35 - 39,"Combination, Medium Dark, Warm",2024-01-28,"saya pake bagus banget tidak lengket cocok dengan kulit ku yang budak ini, sangat cocok dipake sehari2 , ini dpake siang hari ..tidak white case💗, 💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗💗",6 months - 1 year,XBeauty by Female Daily,Nurulhikromi recommends this product!,5,Skinaqua UV Moisture Gel
Hanwa,19 - 24,"Dry, Medium, Neutral",2024-01-26,"sumpa kalian yg punya tipe kulit normal to dry wajib bgtt coba ini😍gatau uda tube ke brp krn dari jaman SMA smpe kuliah skrg tetep pke ini, uda nyoba yg lain tetep baliknya ke yg spf 30 juga. Kalian suka finish yg glow?Nahh ini skinaqua spf 30. Sumpa akuu beli ini krn di muka tuh aluus finishnya dan pori2 jd ketutup, jd kelihatan healthy skin gitu. hmm minusnya cuma klo kena air jd perih uda itu aja tp aku gamasalah soal itu😉",More than 1 year,Shopee,Hanwa recommends this product!,5,Skinaqua UV Moisture Gel
riesyaima,19 - 24,"Normal, Medium Light, Neutral",2024-01-11,"teksturnya nggak terlalu thick, cocok untuk kulit normal to oily. feelsnya ringan dan ngga bikin make up peeling. cocok untuk daily make up. sunscreen pertama yang aku coba dan langsung cocok, nggak pernah ganti. highly recommend this for a skincare beginner!",More than 1 year,Shopee,riesyaima recommends this product!,5,Skinaqua UV Moisture Gel
niluhseptiany,19 - 24,"Oily, Medium, Cool",2024-01-08,Dulu beli karna aku pikir ini cocok untuk tipe muka aku yang oily + jerawatan karna dia ringan dan terbuat dari gel. Di aku sih malah buat mukaku kusam dan kurang ngelembabin darisitu mulai cobain yang tutup biru yang moisturizing milk dan ternyata lebih ngefek di akuu dan alhasil keterusan,1 month - 3 months,Watson,niluhseptiany doesn't recommend this product!,2,Skinaqua UV Moisture Gel
yoonsource,18 and Under,"Oily, Medium, Cool",2024-01-08,Menurutku ini sunscreen yang mungkin cocok buat kulit acneprone kayak aku. Aku suka karena teksturnya yang ringan ga ada whitecast dan gampang nyerap. Dia juga ga bikin berminyak sama ga nimbulin masalah apapun di kulitku. Minusnya cuma agak bikin kusam aja,More than 1 year,Hypermart,yoonsource recommends this product!,4,Skinaqua UV Moisture Gel
skinjourneybyara,19 - 24,"Combination, Medium Light, Neutral",2024-01-07,"Jujur kaget banget karena katanya “gel” tapi ternyata “lotion” teksturnya. Kurang cocok buat oily karena sefelah beberapa jam jadi greasy dan kusam meskipun termasuk sunscreen yang lightweight. Meskipun bikin greasy tapi gak bikin wajah jadi kilang minyak juga alias sebum controlnya biasa aja. Finishnya satin lumayan moisturizing, bisa skip moist sih",3 months - 6 months,Shopee,skinjourneybyara doesn't recommend this product!,3,Skinaqua UV Moisture Gel
raniflon,19 - 24,"Combination, Medium Light, Cool",2023-12-30,"sunscreen pertama akuu, nggak bikin greasy, nyaman bet. dgn spf 30. bagi yg suka pakek spf under 50 ini sangat rekomen, untuk pemula juga cocok.................................................................................",6 months - 1 year,Shopee,raniflon recommends this product!,5,Skinaqua UV Moisture Gel
SilviaSani,19 - 24,"Combination, Medium, Neutral",2023-12-28,"kulitku super oily, dan gampang berjerawat. produk ini sebenernya bagus ga bikin jerawatan, tapi di aku bener² makin berminyak dan berkeringat. padahal aku suka tekstur nya, apalagi pas diblend itu cepet ngeresap dan bikin glowing gitu loh",3 months - 6 months,Shopee,SilviaSani recommends this product!,4,Skinaqua UV Moisture Gel
divalidasi,19 - 24,"Combination, Medium Dark, Warm",2023-12-26,"OMG ini BIG NO for my skin. Produk ini adalah produk yang bikin aku mau cobain sunscreen tapi dia juga yang bikin aku trauma pake sunscreen. Yap betul dia penyebab aku break out yang parah banget, awalnya aku kira bukan produk ini penyebabnya tapi semakin dipakai semakin gencar jerawat gede-gede muncul dan belum tuntas after 3 years :((",3 months - 6 months,Guardian,divalidasi doesn't recommend this product!,2,Skinaqua UV Moisture Gel
Ndiii,25 - 29,"Combination, Medium Dark, Warm",2023-12-24,"[ver. reformulasi ~> SPF50] Awal liat ingredients udh rapharapcemas bakal casty kayak yg white-cap karena ada tinosorb m (hybrid/insoluble filter) jd mungkin ninggalin 'jejak' kayak filter inorganik ZnO/TiO2, ..dan benar sajaAH, awal dioles dia lsg kelihatan jejak² calon whitecast (white-streaky gt layaa), etapiii, praise the Lord, ternyata lama² jd sliiiiight 'tone-up' aja, yg masih nyambung bgt di kulit kekuningan ku, keep in mind it does somehow getting more & more hinyAi overtime ya, meskipun ngga jadi yg luntur kayak blepotan melted gula tabur iykyk🫠 U/ experience pakainya lumayan enjoyable lah ya, lightweight whitish(?) gel-lotion, not too tacky, ngg perih di sekitar mata (😮‍💨update: it does STING upon washes/contact with water,tear,sweat, so.. godbless deh😭), also it kinda well-moisturizes my medicated skin, keeping dry patches at bay, esp compared to the white cap one (of my past exp; spf 50 juga tp formula lama i guess?) yg at midday bisa 'rontok²' kulitku, saking, idk, was it really that matte or just plain drying(?). Thank god, this one too hasn't pilled overtime, so far. An absolutely decent sunscreen for the provided protection, offered in <50k price range / 40ml ⭐4 worthy.",Less than 1 week,Shopee,Ndiii recommends this product!,4,Skinaqua UV Moisture Gel
Niken_imelda,18 and Under,"Oily, Medium Light, Neutral",2023-12-19,"Saat aku pakai sunscreen dari skin aqua untuk oily skin, bagus banget di kulit wajah aku dapat melindungi dari paparan sinar matahari, teksturnya juga lembut, tidak lengket, sekaligus bisa melembabkan wajah, dan cocok untuk kulit wajah yang sensitif ataupun oily kayak aku, aku recommended bgt pakai skin aqua inii 🤗👍🏻😍",Less than 1 week,FD Flash Sale,Niken_imelda recommends this product!,5,Skinaqua UV Moisture Gel
climbingpony,19 - 24,"Combination, Medium Light, Warm",2023-12-19,"uuuw i love this sunscreen! aku biasanya pake ini buat di rumah karena kalau keluar aku pakain yg spf-nya lebih tinggi. teksturnya milky dan lumayan cepet ngesetnya. gak bikin kulit makin kering atau kusam, lembabnya pas dan gak greasy. di kulitku juga gak bikin jerawatan dan gak ada whitecastnya",3 months - 6 months,Shopee,climbingpony recommends this product!,5,Skinaqua UV Moisture Gel
darraalfiyah,25 - 29,"Combination, Medium Dark, Neutral",2023-12-19,"saaaaaaangat berminyak setelah beberapa jam pemakaian. waktu baru dipakai sih finishnya dewy lembab gitu ya. setelahnya bikin muka aku jadi kilang minyak. tapi karena aku ga bermasalah dengan hal tersebut, masih bisa kututupi dengan masker juga, aku tetep kasih ss ini rating tertinggi. habisnya dia ga bikin perih di mataku, melindungi dengan baik, juga habisnya lama",1 month - 3 months,Lazada,darraalfiyah recommends this product!,5,Skinaqua UV Moisture Gel
awrley,18 and Under,"Combination, Dark, Warm",2023-12-18,"gatau aku udah abis produk ini brp botol dari tahun lalu, mungkin 20 botol lebih. krn emang seeebagus itu!! dia kalo dipake sblm make up juga ga bikin crack, ga bikin jerawat, ga bikin komedo, ga bikin bruntusan. dia tu bikin glowing bgt tp kalo mau dipake panas panasan aku prefer pake spf yang lebih tinggi yah. harganya juga murce xixixi. btw skintype aku combi yah",More than 1 year,Guardian,awrley recommends this product!,5,Skinaqua UV Moisture Gel
happy22_,19 - 24,"Normal, Medium, Neutral",2023-12-17,Sunscreen yang bagus ga bikin crack kalau pake makeup bener bener se nyaman itu pake sunscreen skin aqua yg sfp 30 ini cocok di dalam ruangan maupun luar ruangan dan yang peling penting itu harganya sangat amat cocok di kantong mahasiswa kaya aku,Less than 1 week,Shopee,happy22_ recommends this product!,5,Skinaqua UV Moisture Gel
debinurhandriyani,19 - 24,"Oily, Medium, Neutral",2023-12-14,"produk ini cocok di kulit saya yang cenderung sensitif dan berminyak, nyaman saat digunakan, tidak menimbulkan whitecast atau membuat kulit tampak abu abau, tidak lengket dan cukup melindungi dari paparan matahari, tidak mengganggu tampilan make up.",More than 1 year,Shopee,debinurhandriyani recommends this product!,5,Skinaqua UV Moisture Gel
Uzispage,18 and Under,"Combination, Medium Light, Neutral",2023-12-13,"Berharap bgt bisa cocok sama produk ini T-T, temen-temenku pada cocok yang tutup hijau ini tapii sayangnya di kulit aku dia bikin tambah berminyak dan gerah kalau dipake, jadiii untuk aku no buat varian ini, lebih cocok ke varian tutup putih",1 week - 1 month,Gift,Uzispage doesn't recommend this product!,3,Skinaqua UV Moisture Gel
Aviazzahraa,19 - 24,"Combination, Medium Light, Neutral",2023-12-10,"Sunscreen pertama aku😍 Karena kulit ku tipe berjerawat dan agak sensitif jadi disaranin buat pakai yg SPF nya rendah dulu. Setelah pemakaian 1 tahun jerawat dan bekas kemerahannya lumayan pudar asal rajin pakai dan reapply. Teksturnya kaya gel mudah meresap dikulitku dan ga lengket, selama pakai ini kulit ku juga jadi cerahan",More than 1 year,Shopee,Aviazzahraa recommends this product!,5,Skinaqua UV Moisture Gel
citaAAstar,18 and Under,"Oily, Medium Light, Neutral",2023-11-26,"bagussss dia ga bikin kusam buat kulit berminyak aku, dan ga bikin kusam juga, yang aku rasain tiap habis pakai ini muka aku kayak lebih cerah gitu masaaaa but sadly dia comedogenic T_T jadi kalau buat repurchase kayaknya aku pikir-pikir dulu, karena bikin stress ga sih kalau kita pakai produk yang bikin komedoan huhuhuhu",More than 1 year,Shopee,citaAAstar recommends this product!,4,Skinaqua UV Moisture Gel
nurullss,19 - 24,",19 - 24",2023-11-24,"produk ini cocok banget bagi pemilik kulit oily dan berjerawat ini juga bisa bantu mengurangi jerawat kalian lohh jujurr aku pakee produk ini berkurang jerawatnyaa, teksturnya wateryy jadi menyerap gitu ga bikin white cast, recommend bangett gess",More than 1 year,Dan+Dan,nurullss recommends this product!,5,Skinaqua UV Moisture Gel
Sheren_Carissa,18 and Under,"Combination, Medium Light, Cool",2023-11-18,"Sun screen pertama dan terakhir di hidupku kecuali dia discontinue (amit""). Sudah nyoba sun screen ini sejak SMA tapi baru direview sekarang wkkwkw. SPF 30 ini paling cocok di muka kombinasi karena finishnya ga buat kusam. Gel ringan tapi ga buat whitecast/up tone wajah. Sedangkan nyoba yg SPF 50 ga cocok karena ngebuat wajah kusam dan berminyak. Love bgttt🫶🫶",More than 1 year,Shopee,Sheren_Carissa recommends this product!,5,Skinaqua UV Moisture Gel
Putricutye8,25 - 29,"Oily, Medium Dark, Neutral",2023-11-09,"Selama pakai ini ya di kulit aku buat makeup jauh lebih cover, lembab, no whitecast, tapi agak susah dibland jd pengen coba explore product lain bisa sesuai kulit saya yang dry to oily tapi cukup buat kulit terhindar dari radikal bebas karena ada spf 30 pa++ mengandung UV-A & UV-B, Vitamin B5, E dan C.",6 months - 1 year,Yaraoutlet,Putricutye8 recommends this product!,5,Skinaqua UV Moisture Gel
ReivaW,25 - 29,"Combination, Light, Warm",2023-11-07,"The forgettable middle child. Nggak terlalu jauh beda sama sodaranya yang biru. Tekstur less runny, tapi pas diaplikasiin lebih ringan. Lembab, nggak neko-neko. Nggak ada zinc oxide, tapi ada uv filter yg lebih modern. Sama-sama bikin muka jadi agak kusam.",3 months - 6 months,Shopee,ReivaW recommends this product!,4,Skinaqua UV Moisture Gel
frnfsh_,19 - 24,"Normal, Medium, Neutral",2023-11-05,"saya pakai produk ini dari saya smp, sebelum pakai ini kulit saya belang, tetapi sesudah pakai ini kulit saya warnanya jadi merata kembali, sampai sekarang saya masih pakai ini, saya pakai yang spf 30, walaupun sedikit kusam saat dipakai.",More than 1 year,Shopee,frnfsh_ recommends this product!,5,Skinaqua UV Moisture Gel
jejes323,18 and Under,"Combination, Medium, Warm",2023-11-05,"pengalaman selama memakai skin aqua ini bener-bener rasanya nyaman dan cocok banget untuk kulit wajah saya, karena saya dapat rekomendasi dari kakak dan luar biasa akhirnya dapat yang cocok untuk kulit saya jadi saya terus memakai produk ini, cinta banget ❤️❤️❤️",6 months - 1 year,FD Flash Sale,jejes323 recommends this product!,5,Skinaqua UV Moisture Gel
nrlazzh_,19 - 24,"Combination, Medium Light, Neutral",2024-11-20,"sunscreen pertama aku, bnr bnr prtma kali nyoba, beli dan make ss ya ss skin aqua yg ini!! aku pake ini dari awal masuk SMA dan skrg aku uda semester 3, brp tahun cb tuh😭 aku pertama kali beli itu kalo gasalah di dan dan, tapi setelahnya di shopee HAHAHA, mau nyoba yg lain si, soalnya pas semenjak aku kenal makeup klo makeupan abis pake ss ini tuh gatau knp kya peeling gt ya? jd klo mau makeupan hrs jeda dlu skitar set jaman💁🏻‍♀️ gatau pasti, intinya tu aku tinggal makan dulu, ini itu dulu😆",More than 1 year,Shopee,nrlazzh_ recommends this product!,3,Skinaqua UV Moisture Milk
SilviaMD208,19 - 24,"Normal, Medium Dark, Neutral",2024-11-20,"Salah satu suncrean andalan aku sihh. Teksturnya tuh cair tp warna putih, cepet meresap, nggak bikin komedoan dan nggak ada efek white casenya gituu. Cocok banget dipakai buat kulit aku yang normal to dry ini. Aku udah pakai ini lumahan cukup lama guys dengan harga 40an tp kadang suka naik sih harganya haha.",More than 1 year,Shopee,SilviaMD208 recommends this product!,5,Skinaqua UV Moisture Milk
Adryanfahmi,19 - 24,"Combination, Medium Light, Neutral",2024-11-19,"Sangat cocok untuk yang memiliki oily skin dan kombinasi, memiliki tekstur yang light sehingga tidak membuat muka menjadi berat setelah di apply.Packaging yang sangat memudahkan ketika ingin re-apply di siang hari.Memiliki spf 50++ yang sangat cukup untuk melindungi dari sinar UV",More than 1 year,Super Indo,Adryanfahmi recommends this product!,5,Skinaqua UV Moisture Milk
belladwiayunda,25 - 29,"Combination, Medium, Neutral",2024-11-19,"Aku udah nyobain hampir semua jenis sunscreen skin aqua, dan menurut ku varian ini yang paling moist di kulit, menghidrasi dan memproteksi kulit dari sinar matahari dengan sangat baik, padahal aku sering kegiatan outdoor Dari segi harga affordableDari segi packaging jg gk trllu gede, jadi mudah di bawa kemana²",1 month - 3 months,Shopee,belladwiayunda recommends this product!,5,Skinaqua UV Moisture Milk
resina,25 - 29,"Oily, Medium Light, Neutral",2024-11-18,"Murah tapi g murahan. Hasilnya aku suka sih, dewy finish di kulit oilyku. Ringan dipake dan g bikin nambah jerawat baru. Tekstur cair, cepet meresap dan gada whitecast juga. Sempet jadi SS favorite ku ber bulan2, cuma karna bosen akhirnya nyoba2 merk lain.",More than 1 year,Shopee,resina recommends this product!,4,Skinaqua UV Moisture Milk
