username,age,profile_description,date,review_content,usage_period,purchase_point,recommend,rating_count,jenis_produk
bmawarmelati,25 - 29,"Combination, Medium, Neutral",2024-08-01,"Salah satu sunscreen favorite! -harganya murah, pake ini gausah mikir karena kalo mau repurchase ga mahal juga-teksturnya ringan, diblend gampang dan ga bikin berminyak-di mukaku, kalau dipakai dibawah makeup bikin makeup jadi lebih ngeset aja gitu, bagus banget-ga bikin breakout dan bisa nenangin jerawat",6 months - 1 year,Brand Website,bmawarmelati recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
numahnune,19 - 24,"Oily, Medium Light, Neutral",2024-07-30,"Aku suka banget sama teksturnya, ringan banget dan gampang menyerap. Kemasannya bagus ijo muda gitu, keliatan fresh. Sunscreen nya enak dipake buat kulit yang gampang jerawatan kaya aku :3 harganya lumayan gak menguras kantong sihh the best.",1 month - 3 months,Shopee,numahnune recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
rinaberr7,19 - 24,"Combination, Medium Dark, Warm",2024-07-30,"Pengalaman aku pakai sunscreen ini dari segi penggunaannya dihari pertama masih aman, enakan diwajah dan ga bikin berminyak diaku dan aku suka sama teksturnya yang cepet meresap dan gak bikin gerah. Pas dihari berikutnya, sunscreen ini ngebuat wajah aku perih di area tulang pipi bawah mata. Dihari berikutnya lagi, area perihnya semakin melebar, sampai ke area deket mata, sampai kena airpun perih banget. Sudah satu minggu pemakaian perihnya gak hilang. Terpaksa stop pemakaian karena perih banget. Sedih banget ga cocok huhuhu.",1 week - 1 month,Shopee,rinaberr7 doesn't recommend this product!,2,Azarine Calm My Acne Sunscreen Moisturizer
Alfiahkhaier,19 - 24,"Oily, Medium Dark, Warm",2024-07-30,Produk sunscreen azarine hijau ini katanya bagus untuk acne prone atau kulit yang berjerawat. Menurut aku teksturnya oke dan tidak meninggalkan white cast tapi entah gk suka after pemakaiannya. Dan kayaknya gk cocok malah membuat kusam masaa,1 week - 1 month,Shopee,Alfiahkhaier doesn't recommend this product!,3,Azarine Calm My Acne Sunscreen Moisturizer
phwetty,18 and Under,"Normal, Medium, Neutral",2024-07-26,"ini bagus bgttttTTTTT, ngga bikin komedoan, engga ada whitecast, texture nya ringan bgttt di mukaaa (kalo abis kena ac ssnya dinginn jadi enak kalo mau dipake ke mukaa), gampang buat di blend, kalo buat kempesin jerawat bisaa tapi aga lamaan, tapiiii kalo buat ngilangin pih bisaa kooo, punya aku lumayan ilangg (tapi dibarengin sama produk acne/brightening yg lain juga yaahhh!!!)",6 months - 1 year,Alfamart,phwetty recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
babyla,18 and Under,"Oily, Medium Dark, Cool",2024-07-18,"bantu nge calming jerawat, teksturnya ringan banget, tidak lengket sama sekali, harganya juga murah meriah pas untuk remajaaa, yang jerawat kemeran langsung reda bagusss bangett Top bangett produk nyaa, wajib banget dibeliiii guysss!!!",1 month - 3 months,Indomaret,babyla recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
AbiyazkaZahra,30 - 34,"Dry, Light, Neutral",2024-07-12,"Sudah habis tube ketiga. Azarine Calm My Acne ini sunscreen khusus untuk kulit berjerawat. Kebetulan pas pakai ini kulit saya lagi sensitif dan dehidrasi. Alhamdulillah pakai ini ngga memperparah kondisi kulit saya. Finishnya berasa lembab, light, ga whitecast dan ngga lengket.",3 months - 6 months,Sephora,AbiyazkaZahra recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Dindaaprs22,19 - 24,"Combination, Medium, Neutral",2024-07-07,"Chemical sunscreen pertama ku yang i love it bangetttt, ini suncreen bener bener mantul. Memperbaiki skin barier juga + ga bikin kusem. Cocok nih kalau mau samaan kaya akuu. Ini juga kantong pelajar friendly bgtttt",1 month - 3 months,Female Daily Studio,Dindaaprs22 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
dewinuurr,19 - 24,"Normal, Medium, Neutral",2024-07-07,"Pakai sunscreen bisa melembapkan kulit dan salah satu skin preparation yang ga boleh ketinggalan. Selama penggunaan hampir lebih dari 6 bulan ini, rasanya cocok, tidak lengket, cepat meresap, dan tidak meninggal whitecast atau pun perih ketika kena mata",3 months - 6 months,Shopee,dewinuurr recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Alfinda98,25 - 29,",25 - 29",2024-07-06,"Udah nyoba beberapa produk tapi yang cocok di muka aku yg berminyak dan jerawat baru azarine ini, udah habis beberapa tube selalu repurchase, selalu banyak promo nya juga, best banget pokonya produk yang ini… supersuper worth to buy guys.",1 month - 3 months,Instagram,Alfinda98 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
MichelleLouiss_,19 - 24,"Combination, Medium, Warm",2024-07-06,Dariii duluu aku udah pakaii produk ini emangg sebagus ituuu cinta bangett belum beralihh sampai sekarangg rekomendett bangettt akuu selaluu pakaii pagiii terus reapllay lagii siangg wajib bangett kaliann cobaa jangann lupaa yaaaa topp,More than 1 year,Buy (Mutiara),MichelleLouiss_ recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
hasnasyifataqiyya,18 and Under,"Oily, Medium, Neutral",2024-07-06,Sunscreen azarine recomended banget untuk kulit yang sangat berminyak tidak bikin wajah jadi lepek karena waktu di pakai langsung menyerap ke wajah dan sangat ringan. Udah pakai ini selama dua tahun harganya juga sangat terjangkau untuk kantong pelajar,More than 1 year,Shopee,hasnasyifataqiyya recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
QA31ANN7,18 and Under,"Combination, Medium Dark, Cool",2024-07-06,"bagus bgtt buat acne skin, dia tuh cooling gitu waktu dipakee. cocok juga buat base make up, dan nenangin jerawat jerawat membandel pls. ngga terlalu cepet nyerap sih, tapi enakk. Harganya juga sangat amat worth it pls, recommended sihh.",3 months - 6 months,Shopee,QA31ANN7 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
KurniaDP,25 - 29,"Combination, Medium Light, Neutral",2024-07-06,"Buat aku acne fighter wajib banget pake ini, teksturnya gak bikin oily, kayak gel dan gampang banget ngresep, udah make bertahun-tahun pernah coba pindah ke lain hati tetap balik lagi, harga masuk banget dikantong pelajar, ga bikin boross, mantap jiwa",More than 1 year,Shopee,KurniaDP recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
ameliaaputri,19 - 24,"Oily, Medium Light, Neutral",2024-07-06,"Pake ini krna pengen nyoba soalnya aku cocok sunscreen pertama nya mereka, teksturnya ringan ga terlalu encer di kulitku yg oily jg enak ga bikin minyakan, ga minbulin reaksi negatif juga pokoknya aman buat kulitku next bakal cobain sunscreen mereka yg lain. Bakal aku repurchase terus sih good job azarine❤",6 months - 1 year,Lazada,ameliaaputri recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
aprilianapuji74,25 - 29,",25 - 29",2024-07-06,"Produk kecintaan banget bagus buat kuat oily dan gampang jerawat kayak aku. Bisa dipake tiap hari dan ringan banget gak berat apalagi lengket. Cocok jg buat remaja. Harganya juga ramah di kantong nggak bikin boncos, pasti Repuchase guyss",3 months - 6 months,Shopee,aprilianapuji74 recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
ailaiin,30 - 34,"Combination, Medium, Neutral",2024-07-05,"Sunscreen yang cocok dengan kulit jerawat aku, yang aku kali kembali beli. Teksturnya krim puyih lembut dan bagus untuk wajah ku yang oly dan berminyak. Biasanya ku gunakan pagi dan sore dan didalam ruangan ber ac juga. Tidak ada efek sampinf yang buruk di wqjah ku berjerawat dan berminyak",3 months - 6 months,Traditional Market,ailaiin recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
diahrosella,25 - 29,",25 - 29",2024-07-05,Tektur nya bagus gak terlalu encer tidak terlalu kental cocok untuk kulit berjerawat dan cenderungg berminyak. Dipakai seharian tidak membuat kulit lengket dan sangat rekomended bagi pekerja diruang ber ac karena tetap kena paparan sih hehee,6 months - 1 year,Watson,diahrosella recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
dinda13,19 - 24,"Combination, Medium Dark, Warm",2024-07-05,"Pertama coba tuh iseng karena harganya affordable, ternyata cocokkk buat kulit aku yang kombinasi oily dan juga acne prone, setelah habisin 1 botol alhamdulillah jerawat dan komedo aku lumayan kurang mungkin karena spf 35 yang cocok buat kulit berjerawat, sampe sekarang masih sering repurchase",3 months - 6 months,Shopee,dinda13 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Eyzee,19 - 24,"Oily, Light, Neutral",2024-07-05,"Gila banget sih ini sunscreen dari Azarine!!! As someone yang punya kulit yang berminyak, punya banyak kemerahan, plus rentan berjerawat, produk satu ini tuh bener-bener bisa calming the redness on my face dan ga bikin kulit gw yang berjerawat tambah parah. Teksturnya tuh gel yang ringan and easily absorb into the skin. Definitely recommend it!",1 week - 1 month,Tokopedia,Eyzee recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Hasa,19 - 24,"Oily, Medium Light, Cool",2024-07-05,"Klo aktivitasnya lebih banyak di indoor aku lebih suka pake sunscreen yg spf nya 35 gini. Sunscreen azarine yg ini ngasih feel dingin after pemakaian, aman juga dikulit berjerawat, nahan minyak juga jadi cocokyg tipe kulit oily, yg penting ga bikin kusam",6 months - 1 year,Shopee,Hasa recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
flazia,25 - 29,"Oily, Medium Dark, Neutral",2024-07-05,"Setelah berulang kali coba-coba sunscreen yang cocok buat kulit saya yang acne prone, akhirnya ketemu juga pilihan yang pas. Pakai sunscreen calm my acne ini memang sesuai banget sama namanya, nggak bikin jerawatan dan melindungi dari sinar UV. Sukakk banget!",6 months - 1 year,Shopee,flazia recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
bunga_pasadena,19 - 24,"Combination, Medium, Neutral",2024-07-04,Oke banget sunscreen ini untuk combination skin. Teksturnya lebih ringan dari yang varian orange. Sepertinya aku merasa lebih cocok dengan spf yang ga terlalu tinggi. Pake yang orange spf 50 malah jadi kusem + menggelap. Pake yang ini lebih cerah. Lumayan mengontrol minyak juga sih varian ini. Recommended buat daily karena teksturnya sangat sangat ringan kayak ga pake apa-apa,1 week - 1 month,Lazada,bunga_pasadena recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
ainayaalfthh,19 - 24,",19 - 24",2024-07-04,"Sunscreennya best bgttt, ngga ada whitecast di aku, rasanya ringan, melindungi juga, simple karna udah ada moisturizernya jadi bikin lembab kulit, mudah buat diblend, ngga lengket, hasilnya mate bgt love, ngga oily buat combination skin kayak aku!❤️",3 months - 6 months,Shopee,ainayaalfthh recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
ayaarvy,19 - 24,",19 - 24",2024-07-03,"bagus sih terutama buat kulitku yg oily skin, ringan kaya ga pake apa apa pas udah nge set. dipake setelah makeup juga aman aja. cuman gatau knapa ntah mukaku yg sensitif apa gmn tapi pas baru di apply kaya agak nyekit gitu di area hidung ke pipi",Less than 1 week,Official Brand Store,ayaarvy recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
Emadwi27,19 - 24,"Oily, Medium Dark, Warm",2024-07-02,"Sejauh ini dipake di kulitku yg oily acne prone, aman ga ada rasa cekit-cekit gitu. Tapi minus nya gampang peeling, make up ikut longsor kadang, jadi aku ga pernah pake ss azarine ini sebelum pake make up.",6 months - 1 year,Shopee,Emadwi27 recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
fadhilah_01,25 - 29,"Normal, Medium Light, Neutral",2024-07-02,"Bagus ga lengket, menyerap ke kulit. Ga dempul jugaMengcover wajah scr maksimal. Di kulit jadi lembab. Suka bangett Bener-bener melindungi wajah dr paparan sinar UV. Wajah ku jd lbh tenang ga merah lagi",6 months - 1 year,Traditional Market,fadhilah_01 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Mirnasilvi,25 - 29,"Oily, Medium Light, Cool",2024-07-02,"Salah sayu sunscreen murah meriah yang bentukannya gel tidak bening tidak pekat tapi aman sekaliii buat kulitku yang super oily ini, ga perlu pake moist juga udah aman karna ada kandungan lembabinnyaaa , suka banget sama sunscreen modelan begini sihh",More than 1 year,Shopee,Mirnasilvi recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
anisplestari,30 - 34,"Oily, Medium, Neutral",2024-07-01,"untuk kulit saya yang oily acne prone ini sunscreen mantap , bisa meng calming jerawat ,cepat meresap dan tidak white cast, kalau di saya tidak perlu pakai moisturizer lagi dengan sunscreen ini sdah cukup lembab, pokoknya recommended bgt",1 month - 3 months,Tokopedia,anisplestari recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
njipaw,18 and Under,"Oily, Medium Light, Neutral",2024-06-28,"aku udah lumayan lama make sunscreen ini, setelah sebelumnya aku make sunscreen skinaqua yang biru, menurutku di kulitku yang jerawatan dan minyakan ini cukup cocok sih tapi kadang kalau udah siang tbtb mukaku jadi kilang minyak duhhh, ada yang punya rekomendasi sunscreen yang oke ga buat kulit yang minyakan parahhhh dan juga jerawatannnn??? thank you ya 🖐🏻💟",3 months - 6 months,Shopee,njipaw recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
heerraa,19 - 24,"Combination, Medium Light, Neutral",2024-06-28,"Ini sunscreen ternyaman buat aku, udah cocok banget pake ini... Gampang di blend dan cepet menyerap. Nggak lengket lagi, diaku si nggak bikin berminyak wenak poll. Aku suka bawa kemana mana, soalnya klo mau reaply ga pake nunggu lama buat meresap",More than 1 year,Shopee,heerraa recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
acdiety,19 - 24,"Oily, Medium, Neutral",2024-06-26,sumpahhh ini ss palingggg palinggg pass setelah sekian lama gonta ganti ss wkwk. baguss bangettttttttt. cocok diaku yg tipe kulitnya oily + jerawat on off. anw aku udah abis hampir 10 tube karena emang sebagus itu T____T. <3,3 months - 6 months,Shopee,acdiety recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
ashila23,18 and Under,"Oily, Medium Dark, Neutral",2024-06-23,BAGUSS BANGETTT ASLII INI SS BUAT OILY ACNE PRONE. aku udah habis lebih dari 5 tube dan sebagus ituu plsss. aku dulu ada closed comedo sama banyak jerawat tapi pake ss ini lama kelamaan lumayan hilang donggg.,3 months - 6 months,Indomaret,ashila23 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Zillaskin,18 and Under,"Combination, Medium Light, Neutral",2024-06-23,"BUAT OILY SKIN YANG GAMPANG JERAWATAN, SINI LU SEMUA! karena teksturnya tuh enak banget, diblendnya enak, gak bikin perih di mata, gak gerah juga seharian, gak whitecast, bikin kalem jerawat saya, nahan minyak lumayan lah. I'm in love lah buat sunscreen ini. Fix kalian harus coba.",1 week - 1 month,Instagram,Zillaskin recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Eli0102,40 - 44,"Oily, Medium Light, Cool",2024-06-23,"Sunscreen yang bisa bantu atasin jerawat asalkan rutin. Bisa buat all skin type tapi lebih bagus buat oily skin, karena oil controlnya bagus banget. Teksturnya gel, ringan dan cepat meresap. Finishnya matte dan ga bikin kulit kering. Ada efek calmingnya juga dan ga ada white cast. Rekomen banget buat yang cari sunscreen tapi wajahnya jerawatan, must have item.",1 week - 1 month,Watson,Eli0102 recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
wideuya,25 - 29,"Combination, Medium Light, Warm",2024-06-22,"Setelah pemakaian 1 tube, menurutku sunscreen ini kurang nampol dikulitku yang badak ini. Karena sering aktivitas di luar ruangan, spf 35 ini kurang nampol dan bikin muka jadi agak kusam. Teksturnya oke punya, gampang menyerap kulit, gak lengket, gabikin perih pas kena mata, dan yang pasti gak ada bau samsek. Cuma sayangnya dikulitku yg berjerawat, ada purgingnya for at least 2 weeks - 1 months dan alhasil garepurchase lagi walaupun harganya affordable.",1 month - 3 months,Shopee,wideuya recommends this product!,4,Azarine Calm My Acne Sunscreen Moisturizer
meirifka,35 - 39,"Combination, Medium, Warm",2024-06-22,"Sunscreen ringan, ga lengket, cepat kering, nyaman dipakai waktu udara lagi panas. Kulit oily bakalan suka. Kalau pakai sunscreen ini aku skip pelembap, karena di aku feelnya udah cukup lembap, sesuai namanya ""sunscreen moisturizer"". Aku pakai ini di rumah, jarang aku pakai buat kegiatan outdoor, jadi aku ga tau performanya kalo untuk kegiatan outdoor yang intense dan lama. Untuk sunscreen rumah, aku perlu yg light , nyaman dan cepat kering kayak ga pakai apa-apa, dan sunscreen ini pas. Sempat jadi andalan juga kalau ada jerawat supaya jerawat cepat kempes dan sembuh.",More than 1 year,Lazada,meirifka recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
Winnyfebriana,19 - 24,"Combination, Medium, Warm",2024-06-21,"Sunscreen azarine khusus kulit berjerawat, lotion putih gampang meresap tapi ntah kenapa kurang nyaman kupakai. Lebih prefer azarine hydrashoot dipakainya lebih mudah meresap dan enak buat sebelum make up, memang dari harga lebih murah yang varian acne.",3 months - 6 months,Lazada,Winnyfebriana recommends this product!,5,Azarine Calm My Acne Sunscreen Moisturizer
